Num Comments Tokens	Num Program Domain	Num Problem Domain	Descriptional	Operational	Conditional	Prog. Dom. Identifier Matches	Prob. Dom. Identifier Matches	Scope score	Build details	Author Details	Junk/Copy	E1	E2	E3	E4	E5	E6	E7	E8	Class
53.24999999999999	4.85	0.05	12.37	4.73	2.45	0.05	0.05	0.41	0.05	10.05	20.05	0.999999998483488	1.0	0.9999999999772592	0.7615941559557649	0.0	0.7615941559557649	0.0	1.0	3.0
1.45	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.4621171572600098	0.0	2.0	1.0
1.45	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.4621171572600098	0.0	2.0	1.0
3.55	1.25	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615941559557649	0.7615941559557649	0.7615941559557649	0.0	0.0	0.0	0.0	2.0	3.0
2.85	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.4621171572600098	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	3.0
1.45	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9997532108480276	0.9999092042625952	0.9998645517007604	0.4621171572600098	0.0	0.0	0.0	2.0	3.0
1.45	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615941559557649	0.9640275800758168	0.7615941559557649	0.0	0.0	0.0	0.0	2.0	3.0
1.45	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.4621171572600098	0.0	0.0	0.0	0.0	0.0	2.0	2.0
2.1499999999999995	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.4621171572600098	0.0	0.0	0.0	0.0	0.0	2.0	3.0
2.1499999999999995	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9993292997390668	0.9999665971563038	0.9996318561900732	0.4621171572600098	0.0	0.0	0.0	2.0	3.0
18.95	3.65	0.05	1.65	3.65	1.25	0.05	0.05	0.41	5.05	0.05	0.05	0.9993292997390668	0.999999917201249	0.9997979416121844	0.7615941559557649	0.0	0.0	0.0	2.0	3.0
19.65	9.65	0.05	1.65	3.65	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9997532108480276	0.9999999695400408	0.9999998157280005	0.7615941559557649	0.4621171572600098	0.0	0.0	2.0	3.0
0.75	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.7615941559557649	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	1.0
4.249999999999999	1.25	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9051482536448664	0.9950547536867304	0.9640275800758168	0.0	0.0	0.0	0.0	2.0	2.0
1.45	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.4621171572600098	0.0	2.0	1.0
4.249999999999999	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
1.45	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.4621171572600098	0.0	2.0	1.0
4.249999999999999	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
2.1499999999999995	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.4621171572600098	0.0	0.0	0.0	0.0	0.0	2.0	2.0
53.24999999999999	4.85	0.05	12.37	4.73	2.45	0.05	0.05	0.41	0.05	10.05	20.05	0.999999998483488	1.0	0.9999999999772592	0.7615941559557649	0.0	0.7615941559557649	0.0	1.0	3.0
6.35	0.05	0.05	2.21	0.5900000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.9051482536448664	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	1.0
2.85	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.7615941559557649	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	1.0
53.24999999999999	4.85	0.05	12.37	4.73	2.45	0.05	0.05	0.41	0.05	10.05	20.05	0.999999998483488	1.0	0.9999999999772592	0.7615941559557649	0.0	0.7615941559557649	0.0	1.0	3.0
5.65	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	8.05	0.05	0.05	0.4621171572600098	0.4621171572600098	0.6640367702678491	0.4621171572600098	0.0	0.7615941559557649	0.0	2.0	3.0
53.95	4.85	0.05	12.37	4.73	2.45	0.05	0.05	0.41	0.05	10.05	20.05	0.999999998483488	1.0	0.9999999999772592	0.7615941559557649	0.0	0.9051482536448664	0.0	1.0	3.0
7.05	0.05	0.05	1.65	3.65	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9993292997390668	0.9999665971563038	0.9999592018254402	0.9051482536448664	0.0	0.0	0.0	2.0	2.0
1.45	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.4621171572600098	0.0	2.0	1.0
4.249999999999999	1.25	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9051482536448664	0.9950547536867304	0.9640275800758168	0.0	0.0	0.0	0.0	2.0	2.0
4.249999999999999	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.4621171572600098	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	2.0
53.24999999999999	4.85	0.05	12.37	4.73	2.45	0.05	0.05	0.41	0.05	10.05	20.05	0.999999998483488	1.0	0.9999999999772592	0.7615941559557649	0.0	0.7615941559557649	0.0	1.0	3.0
3.55	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866142981514304	0.9950547536867304	0.9972829600991421	0.4621171572600098	0.0	0.0	0.0	2.0	2.0
3.55	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640275800758168	0.9866142981514304	0.992631520201128	0.4621171572600098	0.0	0.0	0.0	2.0	2.0
24.55	1.25	0.05	2.37	3.83	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.9999092042625952	0.9939631673505832	0.9051482536448664	0.0	0.0	0.0	2.0	2.0
3.55	1.25	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.9051482536448664	0.9354090706030992	0.9640275800758168	0.0	0.4621171572600098	0.0	2.0	1.0
3.55	1.25	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.9051482536448664	0.9354090706030992	0.9640275800758168	0.0	0.4621171572600098	0.0	2.0	1.0
3.55	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.7615941559557649	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	2.0
3.55	0.05	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.4621171572600098	0.0	0.0	0.0	0.0	0.0	2.0	2.0
2.85	0.05	0.05	0.7700000000000001	0.23000000000000004	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.7615941559557649	0.4621171572600098	0.0	0.0	0.0	0.0	2.0	1.0
23.15	4.85	0.05	1.89	8.510000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.4621171572600098	0.9999997749296758	0.9890274022010992	0.7615941559557649	0.0	0.7615941559557649	0.0	2.0	2.0
23.85	6.05	0.05	2.45	5.45	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9997532108480276	0.9999999994421064	0.9999877116507956	0.9866142981514304	0.4621171572600098	0.0	0.0	2.0	2.0
2.85	1.25	0.05	0.13	1.6700000000000002	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9997532108480276	0.9999092042625952	0.9999932559922726	0.9950547536867304	0.0	0.0	0.0	2.0	2.0
